Q,Q_monotone,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14
22,22,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5
20,20,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5
20,20,1,2,2,3,4,5,5,5,5,5,5,5,5,5,5
21,21,2,2,2,3,4,5,5,5,5,5,5,5,5,5,5
20,20,1,1,3,3,4,5,5,5,5,5,5,5,5,5,5
20,20,0,2,3,3,4,5,5,5,5,5,5,5,5,5,5
21,21,1,2,3,3,4,5,5,5,5,5,5,5,5,5,5
22,22,2,2,3,3,4,5,5,5,5,5,5,5,5,5,5
20,20,0,3,3,3,4,5,5,5,5,5,5,5,5,5,5
21,21,1,3,3,3,4,5,5,5,5,5,5,5,5,5,5
22,22,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5
23,23,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5
20,20,1,2,2,4,4,5,5,5,5,5,5,5,5,5,5
21,21,2,2,2,4,4,5,5,5,5,5,5,5,5,5,5
20,20,1,1,3,4,4,5,5,5,5,5,5,5,5,5,5
20,20,0,2,3,4,4,5,5,5,5,5,5,5,5,5,5
21,21,1,2,3,4,4,5,5,5,5,5,5,5,5,5,5
22,22,2,2,3,4,4,5,5,5,5,5,5,5,5,5,5
20,20,0,3,3,4,4,5,5,5,5,5,5,5,5,5,5
21,21,1,3,3,4,4,5,5,5,5,5,5,5,5,5,5
22,22,2,3,3,4,4,5,5,5,5,5,5,5,5,5,5
23,23,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5
20,20,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5
20,20,0,2,4,4,4,5,5,5,5,5,5,5,5,5,5
21,21,1,2,4,4,4,5,5,5,5,5,5,5,5,5,5
22,22,2,2,4,4,4,5,5,5,5,5,5,5,5,5,5
21,21,0,3,4,4,4,5,5,5,5,5,5,5,5,5,5
22,22,1,3,4,4,4,5,5,5,5,5,5,5,5,5,5
23,23,2,3,4,4,4,5,5,5,5,5,5,5,5,5,5
24,24,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5
21,21,0,4,4,4,4,5,5,5,5,5,5,5,5,5,5
22,22,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5
23,23,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5
24,24,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5
24,24,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
20,20,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5
20,20,1,2,2,3,5,5,5,5,5,5,5,5,5,5,5
21,21,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5
20,20,1,1,3,3,5,5,5,5,5,5,5,5,5,5,5
20,20,0,2,3,3,5,5,5,5,5,5,5,5,5,5,5
21,21,1,2,3,3,5,5,5,5,5,5,5,5,5,5,5
22,22,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5
20,20,0,3,3,3,5,5,5,5,5,5,5,5,5,5,5
21,21,1,3,3,3,5,5,5,5,5,5,5,5,5,5,5
22,22,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5
23,23,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5
20,20,1,2,2,4,5,5,5,5,5,5,5,5,5,5,5
21,21,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5
20,20,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5
21,21,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5
20,20,0,3,3,4,5,5,5,5,5,5,5,5,5,5,5
21,21,1,3,3,4,5,5,5,5,5,5,5,5,5,5,5
22,22,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5
23,23,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5
20,20,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5
20,20,0,2,4,4,5,5,5,5,5,5,5,5,5,5,5
21,21,1,2,4,4,5,5,5,5,5,5,5,5,5,5,5
22,22,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5
21,21,0,3,4,4,5,5,5,5,5,5,5,5,5,5,5
22,22,1,3,4,4,5,5,5,5,5,5,5,5,5,5,5
23,23,2,3,4,4,5,5,5,5,5,5,5,5,5,5,5
24,24,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5
21,21,0,4,4,4,5,5,5,5,5,5,5,5,5,5,5
22,22,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5
23,23,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5
23,23,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5
24,24,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
20,20,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5
20,20,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5
21,21,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5
22,22,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5
20,20,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5
20,20,0,2,3,5,5,5,5,5,5,5,5,5,5,5,5
21,21,1,2,3,5,5,5,5,5,5,5,5,5,5,5,5
22,22,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5
21,21,0,3,3,5,5,5,5,5,5,5,5,5,5,5,5
22,22,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5
23,23,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5
24,24,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5
20,20,0,1,4,5,5,5,5,5,5,5,5,5,5,5,5
21,21,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5
21,21,0,2,4,5,5,5,5,5,5,5,5,5,5,5,5
22,22,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5
23,23,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5
22,22,0,3,4,5,5,5,5,5,5,5,5,5,5,5,5
23,23,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5
24,24,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5
24,24,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5
22,22,0,4,4,5,5,5,5,5,5,5,5,5,5,5,5
23,23,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5
23,23,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5
24,24,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5
25,25,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
20,20,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5
21,21,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
21,21,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5
22,22,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5
23,23,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5
22,22,0,3,5,5,5,5,5,5,5,5,5,5,5,5,5
23,23,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5
23,23,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5
24,24,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5
22,22,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5
23,23,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5
23,23,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5
24,24,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5
24,24,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
22,22,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
23,23,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5
24,24,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
24,24,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5
25,25,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
25,25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6
20,20,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6
20,20,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6
20,20,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6
20,20,3,4,4,4,4,4,4,4,4,4,5,5,6,6,6
20,20,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6
20,20,3,4,4,4,4,4,4,4,4,5,5,5,6,6,6
20,20,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6
20,20,3,3,4,4,4,4,4,5,5,5,5,5,6,6,6
20,20,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6
20,20,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6
20,20,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6
20,20,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6
20,20,2,4,5,5,5,5,5,5,5,5,5,5,6,6,6
20,20,3,4,5,5,5,5,5,5,5,5,5,5,6,6,6
21,21,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6
20,20,3,5,5,5,5,5,5,5,5,5,5,5,6,6,6
20,20,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6
21,21,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6
21,20,3,4,4,4,4,4,4,4,4,4,4,6,6,6,6
21,20,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6
20,20,3,3,4,4,4,4,4,4,4,4,5,6,6,6,6
20,20,2,4,4,4,4,4,4,4,4,4,5,6,6,6,6
21,21,3,4,4,4,4,4,4,4,4,4,5,6,6,6,6
21,21,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6
20,20,3,3,4,4,4,4,4,4,4,5,5,6,6,6,6
20,20,3,4,4,4,4,4,4,4,4,5,5,6,6,6,6
20,20,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6
20,20,3,3,4,4,4,4,4,4,5,5,5,6,6,6,6
20,20,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6
20,20,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6
20,20,3,3,4,4,4,4,5,5,5,5,5,6,6,6,6
20,20,3,4,4,4,4,4,5,5,5,5,5,6,6,6,6
20,20,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6
20,20,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6
20,20,3,3,3,4,5,5,5,5,5,5,5,6,6,6,6
20,20,2,4,4,4,5,5,5,5,5,5,5,6,6,6,6
20,20,3,4,4,4,5,5,5,5,5,5,5,6,6,6,6
21,21,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6
20,20,2,4,4,5,5,5,5,5,5,5,5,6,6,6,6
20,20,3,4,4,5,5,5,5,5,5,5,5,6,6,6,6
21,21,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6
20,20,2,3,5,5,5,5,5,5,5,5,5,6,6,6,6
20,20,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6
20,20,2,4,5,5,5,5,5,5,5,5,5,6,6,6,6
21,21,3,4,5,5,5,5,5,5,5,5,5,6,6,6,6
21,21,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6
20,20,2,5,5,5,5,5,5,5,5,5,5,6,6,6,6
21,21,3,5,5,5,5,5,5,5,5,5,5,6,6,6,6
21,21,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6
22,22,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6
20,20,3,3,3,3,4,4,4,4,4,4,6,6,6,6,6
20,20,3,3,3,4,4,4,4,4,4,4,6,6,6,6,6
20,20,2,3,4,4,4,4,4,4,4,4,6,6,6,6,6
21,21,3,3,4,4,4,4,4,4,4,4,6,6,6,6,6
20,20,2,4,4,4,4,4,4,4,4,4,6,6,6,6,6
21,21,3,4,4,4,4,4,4,4,4,4,6,6,6,6,6
21,21,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6
20,20,3,3,3,3,4,4,4,4,4,5,6,6,6,6,6
20,20,3,3,3,4,4,4,4,4,4,5,6,6,6,6,6
20,20,2,3,4,4,4,4,4,4,4,5,6,6,6,6,6
21,21,3,3,4,4,4,4,4,4,4,5,6,6,6,6,6
20,20,2,4,4,4,4,4,4,4,4,5,6,6,6,6,6
20,20,3,4,4,4,4,4,4,4,4,5,6,6,6,6,6
21,21,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6
20,20,3,3,3,4,4,4,4,4,5,5,6,6,6,6,6
20,20,2,3,4,4,4,4,4,4,5,5,6,6,6,6,6
20,20,3,3,4,4,4,4,4,4,5,5,6,6,6,6,6
20,20,3,4,4,4,4,4,4,4,5,5,6,6,6,6,6
21,21,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6
20,20,3,3,4,4,4,4,4,5,5,5,6,6,6,6,6
20,20,3,4,4,4,4,4,4,5,5,5,6,6,6,6,6
20,20,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6
20,20,3,3,3,3,3,4,5,5,5,5,6,6,6,6,6
20,20,3,3,3,4,4,4,5,5,5,5,6,6,6,6,6
20,20,3,3,4,4,4,4,5,5,5,5,6,6,6,6,6
20,20,2,4,4,4,4,4,5,5,5,5,6,6,6,6,6
20,20,3,4,4,4,4,4,5,5,5,5,6,6,6,6,6
21,21,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6
20,20,3,3,3,4,4,5,5,5,5,5,6,6,6,6,6
20,20,2,4,4,4,4,5,5,5,5,5,6,6,6,6,6
20,20,3,4,4,4,4,5,5,5,5,5,6,6,6,6,6
21,21,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6
20,20,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6
20,20,2,3,3,4,5,5,5,5,5,5,6,6,6,6,6
20,20,3,3,3,4,5,5,5,5,5,5,6,6,6,6,6
20,20,2,3,4,4,5,5,5,5,5,5,6,6,6,6,6
20,20,3,3,4,4,5,5,5,5,5,5,6,6,6,6,6
20,20,1,4,4,4,5,5,5,5,5,5,6,6,6,6,6
21,21,2,4,4,4,5,5,5,5,5,5,6,6,6,6,6
21,21,3,4,4,4,5,5,5,5,5,5,6,6,6,6,6
22,22,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6
20,20,2,3,3,5,5,5,5,5,5,5,6,6,6,6,6
20,20,3,3,3,5,5,5,5,5,5,5,6,6,6,6,6
20,20,2,3,4,5,5,5,5,5,5,5,6,6,6,6,6
20,20,3,3,4,5,5,5,5,5,5,5,6,6,6,6,6
20,20,2,4,4,5,5,5,5,5,5,5,6,6,6,6,6
21,21,3,4,4,5,5,5,5,5,5,5,6,6,6,6,6
21,21,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6
20,20,2,2,5,5,5,5,5,5,5,5,6,6,6,6,6
20,20,2,3,5,5,5,5,5,5,5,5,6,6,6,6,6
21,21,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6
20,20,1,4,5,5,5,5,5,5,5,5,6,6,6,6,6
21,21,2,4,5,5,5,5,5,5,5,5,6,6,6,6,6
22,22,3,4,5,5,5,5,5,5,5,5,6,6,6,6,6
22,22,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6
20,20,1,5,5,5,5,5,5,5,5,5,6,6,6,6,6
21,21,2,5,5,5,5,5,5,5,5,5,6,6,6,6,6
22,22,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6
22,22,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6
23,23,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6
20,20,3,3,3,3,3,4,4,4,4,6,6,6,6,6,6
20,20,3,3,3,3,4,4,4,4,4,6,6,6,6,6,6
20,20,2,3,3,4,4,4,4,4,4,6,6,6,6,6,6
21,21,3,3,3,4,4,4,4,4,4,6,6,6,6,6,6
20,20,2,2,4,4,4,4,4,4,4,6,6,6,6,6,6
20,20,1,3,4,4,4,4,4,4,4,6,6,6,6,6,6
21,21,2,3,4,4,4,4,4,4,4,6,6,6,6,6,6
21,21,3,3,4,4,4,4,4,4,4,6,6,6,6,6,6
20,20,1,4,4,4,4,4,4,4,4,6,6,6,6,6,6
20,20,2,4,4,4,4,4,4,4,4,6,6,6,6,6,6
21,21,3,4,4,4,4,4,4,4,4,6,6,6,6,6,6
22,22,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6
20,20,3,3,3,3,3,4,4,4,5,6,6,6,6,6,6
20,20,3,3,3,3,4,4,4,4,5,6,6,6,6,6,6
20,20,2,3,3,4,4,4,4,4,5,6,6,6,6,6,6
20,20,3,3,3,4,4,4,4,4,5,6,6,6,6,6,6
20,20,2,2,4,4,4,4,4,4,5,6,6,6,6,6,6
20,20,1,3,4,4,4,4,4,4,5,6,6,6,6,6,6
20,20,2,3,4,4,4,4,4,4,5,6,6,6,6,6,6
21,21,3,3,4,4,4,4,4,4,5,6,6,6,6,6,6
20,20,1,4,4,4,4,4,4,4,5,6,6,6,6,6,6
20,20,2,4,4,4,4,4,4,4,5,6,6,6,6,6,6
21,21,3,4,4,4,4,4,4,4,5,6,6,6,6,6,6
21,21,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6
20,20,3,3,3,3,3,4,4,5,5,6,6,6,6,6,6
20,20,3,3,3,4,4,4,4,5,5,6,6,6,6,6,6
20,20,3,3,4,4,4,4,4,5,5,6,6,6,6,6,6
20,20,2,4,4,4,4,4,4,5,5,6,6,6,6,6,6
20,20,3,4,4,4,4,4,4,5,5,6,6,6,6,6,6
21,21,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6
20,20,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6
20,20,2,3,3,3,3,4,5,5,5,6,6,6,6,6,6
20,20,3,3,3,3,3,4,5,5,5,6,6,6,6,6,6
20,20,3,3,3,3,4,4,5,5,5,6,6,6,6,6,6
20,20,1,3,3,4,4,4,5,5,5,6,6,6,6,6,6
20,20,2,3,3,4,4,4,5,5,5,6,6,6,6,6,6
21,21,3,3,3,4,4,4,5,5,5,6,6,6,6,6,6
20,20,2,3,4,4,4,4,5,5,5,6,6,6,6,6,6
20,20,3,3,4,4,4,4,5,5,5,6,6,6,6,6,6
20,20,1,4,4,4,4,4,5,5,5,6,6,6,6,6,6
21,21,2,4,4,4,4,4,5,5,5,6,6,6,6,6,6
21,21,3,4,4,4,4,4,5,5,5,6,6,6,6,6,6
22,22,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6
20,20,3,3,3,3,4,5,5,5,5,6,6,6,6,6,6
20,20,2,3,3,4,4,5,5,5,5,6,6,6,6,6,6
20,20,3,3,3,4,4,5,5,5,5,6,6,6,6,6,6
20,20,2,3,4,4,4,5,5,5,5,6,6,6,6,6,6
20,20,3,3,4,4,4,5,5,5,5,6,6,6,6,6,6
20,20,1,4,4,4,4,5,5,5,5,6,6,6,6,6,6
21,21,2,4,4,4,4,5,5,5,5,6,6,6,6,6,6
21,21,3,4,4,4,4,5,5,5,5,6,6,6,6,6,6
22,22,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6
20,20,2,3,3,4,5,5,5,5,5,6,6,6,6,6,6
20,20,3,3,3,4,5,5,5,5,5,6,6,6,6,6,6
20,20,2,3,4,4,5,5,5,5,5,6,6,6,6,6,6
20,20,3,3,4,4,5,5,5,5,5,6,6,6,6,6,6
20,20,2,4,4,4,5,5,5,5,5,6,6,6,6,6,6
21,21,3,4,4,4,5,5,5,5,5,6,6,6,6,6,6
21,21,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6
20,20,2,3,3,5,5,5,5,5,5,6,6,6,6,6,6
20,20,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6
20,20,2,2,4,5,5,5,5,5,5,6,6,6,6,6,6
20,20,2,3,4,5,5,5,5,5,5,6,6,6,6,6,6
21,21,3,3,4,5,5,5,5,5,5,6,6,6,6,6,6
20,20,1,4,4,5,5,5,5,5,5,6,6,6,6,6,6
21,21,2,4,4,5,5,5,5,5,5,6,6,6,6,6,6
22,22,3,4,4,5,5,5,5,5,5,6,6,6,6,6,6
22,22,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6
20,20,2,2,5,5,5,5,5,5,5,6,6,6,6,6,6
20,20,2,3,5,5,5,5,5,5,5,6,6,6,6,6,6
21,21,3,3,5,5,5,5,5,5,5,6,6,6,6,6,6
20,20,1,4,5,5,5,5,5,5,5,6,6,6,6,6,6
21,21,2,4,5,5,5,5,5,5,5,6,6,6,6,6,6
22,22,3,4,5,5,5,5,5,5,5,6,6,6,6,6,6
22,22,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6
20,20,0,5,5,5,5,5,5,5,5,6,6,6,6,6,6
21,21,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6
22,22,2,5,5,5,5,5,5,5,5,6,6,6,6,6,6
23,23,3,5,5,5,5,5,5,5,5,6,6,6,6,6,6
23,23,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6
24,24,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6
20,20,3,3,3,3,3,4,4,4,6,6,6,6,6,6,6
20,20,3,3,3,4,4,4,4,4,6,6,6,6,6,6,6
20,20,3,3,4,4,4,4,4,4,6,6,6,6,6,6,6
20,20,2,4,4,4,4,4,4,4,6,6,6,6,6,6,6
20,20,3,4,4,4,4,4,4,4,6,6,6,6,6,6,6
21,21,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6
20,20,3,3,3,4,4,4,4,5,6,6,6,6,6,6,6
20,20,2,4,4,4,4,4,4,5,6,6,6,6,6,6,6
20,20,3,4,4,4,4,4,4,5,6,6,6,6,6,6,6
21,21,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6
20,20,2,4,4,4,4,4,5,5,6,6,6,6,6,6,6
20,20,3,4,4,4,4,4,5,5,6,6,6,6,6,6,6
21,21,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6
20,20,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6
20,20,3,3,3,4,4,5,5,5,6,6,6,6,6,6,6
20,20,2,3,4,4,4,5,5,5,6,6,6,6,6,6,6
20,20,3,3,4,4,4,5,5,5,6,6,6,6,6,6,6
20,20,2,4,4,4,4,5,5,5,6,6,6,6,6,6,6
21,21,3,4,4,4,4,5,5,5,6,6,6,6,6,6,6
21,21,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6
20,20,3,3,4,4,5,5,5,5,6,6,6,6,6,6,6
20,20,2,4,4,4,5,5,5,5,6,6,6,6,6,6,6
21,21,3,4,4,4,5,5,5,5,6,6,6,6,6,6,6
21,21,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6
20,20,3,3,3,5,5,5,5,5,6,6,6,6,6,6,6
20,20,2,2,4,5,5,5,5,5,6,6,6,6,6,6,6
20,20,2,3,4,5,5,5,5,5,6,6,6,6,6,6,6
21,21,3,3,4,5,5,5,5,5,6,6,6,6,6,6,6
20,20,1,4,4,5,5,5,5,5,6,6,6,6,6,6,6
21,21,2,4,4,5,5,5,5,5,6,6,6,6,6,6,6
22,22,3,4,4,5,5,5,5,5,6,6,6,6,6,6,6
22,22,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6
20,20,2,2,5,5,5,5,5,5,6,6,6,6,6,6,6
20,20,2,3,5,5,5,5,5,5,6,6,6,6,6,6,6
21,21,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6
20,20,1,4,5,5,5,5,5,5,6,6,6,6,6,6,6
21,21,2,4,5,5,5,5,5,5,6,6,6,6,6,6,6
22,22,3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
22,22,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6
20,20,1,5,5,5,5,5,5,5,6,6,6,6,6,6,6
21,21,2,5,5,5,5,5,5,5,6,6,6,6,6,6,6
22,22,3,5,5,5,5,5,5,5,6,6,6,6,6,6,6
23,23,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6
22,22,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6
20,20,2,4,4,4,4,4,4,6,6,6,6,6,6,6,6
20,20,3,4,4,4,4,4,4,6,6,6,6,6,6,6,6
21,21,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6
20,20,3,4,4,4,4,4,5,6,6,6,6,6,6,6,6
20,20,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6
20,20,3,3,4,4,4,5,5,6,6,6,6,6,6,6,6
20,20,2,4,4,4,4,5,5,6,6,6,6,6,6,6,6
21,21,3,4,4,4,4,5,5,6,6,6,6,6,6,6,6
21,21,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6
20,20,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6
20,20,2,4,4,4,5,5,5,6,6,6,6,6,6,6,6
21,21,3,4,4,4,5,5,5,6,6,6,6,6,6,6,6
21,21,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6
20,20,3,3,3,5,5,5,5,6,6,6,6,6,6,6,6
20,20,2,2,4,5,5,5,5,6,6,6,6,6,6,6,6
20,20,2,3,4,5,5,5,5,6,6,6,6,6,6,6,6
21,21,3,3,4,5,5,5,5,6,6,6,6,6,6,6,6
20,20,1,4,4,5,5,5,5,6,6,6,6,6,6,6,6
21,21,2,4,4,5,5,5,5,6,6,6,6,6,6,6,6
22,22,3,4,4,5,5,5,5,6,6,6,6,6,6,6,6
22,22,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6
20,20,2,3,5,5,5,5,5,6,6,6,6,6,6,6,6
21,21,3,3,5,5,5,5,5,6,6,6,6,6,6,6,6
20,20,2,4,5,5,5,5,5,6,6,6,6,6,6,6,6
21,21,3,4,5,5,5,5,5,6,6,6,6,6,6,6,6
22,22,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6
20,20,1,5,5,5,5,5,5,6,6,6,6,6,6,6,6
21,21,2,5,5,5,5,5,5,6,6,6,6,6,6,6,6
22,22,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6
22,22,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6
22,22,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6
20,20,3,4,4,4,4,4,6,6,6,6,6,6,6,6,6
20,20,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6
20,20,3,3,4,4,4,5,6,6,6,6,6,6,6,6,6
20,20,2,4,4,4,4,5,6,6,6,6,6,6,6,6,6
21,21,3,4,4,4,4,5,6,6,6,6,6,6,6,6,6
21,21,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6
20,20,3,3,4,4,5,5,6,6,6,6,6,6,6,6,6
20,20,2,4,4,4,5,5,6,6,6,6,6,6,6,6,6
21,21,3,4,4,4,5,5,6,6,6,6,6,6,6,6,6
21,21,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6
20,20,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6
20,20,2,3,4,5,5,5,6,6,6,6,6,6,6,6,6
21,21,3,3,4,5,5,5,6,6,6,6,6,6,6,6,6
20,20,2,4,4,5,5,5,6,6,6,6,6,6,6,6,6
21,21,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6
22,22,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6
20,20,2,3,5,5,5,5,6,6,6,6,6,6,6,6,6
21,21,3,3,5,5,5,5,6,6,6,6,6,6,6,6,6
20,20,2,4,5,5,5,5,6,6,6,6,6,6,6,6,6
21,21,3,4,5,5,5,5,6,6,6,6,6,6,6,6,6
21,21,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6
20,20,1,5,5,5,5,5,6,6,6,6,6,6,6,6,6
21,21,2,5,5,5,5,5,6,6,6,6,6,6,6,6,6
21,21,3,5,5,5,5,5,6,6,6,6,6,6,6,6,6
22,22,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6
22,22,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6
20,20,3,3,4,4,4,6,6,6,6,6,6,6,6,6,6
20,20,2,4,4,4,4,6,6,6,6,6,6,6,6,6,6
21,21,3,4,4,4,4,6,6,6,6,6,6,6,6,6,6
21,21,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6
